ana;sentence
0;"ces deux factures portent une mention manuscrite "" bon pour accord de paiement "" ou "" bon pour déblocage "" émanant pour l'une du gérant de la Sci Xamaline et pour l'autre d'un auteur non identifiable ; - dans le cadre de l'instruction des demandes de prêt, la Sci Xamaline a produit un devis particulièrement sommaire du 4 mars 2007 établi par une société Fimaco basée à Villeneuve-les-Avignon pour des travaux de réhabilitation de son immeuble de 144 mètres carrés d'un montant de 220 064 euros ;"
0;Ainsi, les devis et factures étaient trop sommaires pour constituer le fondement ou la consécration d'engagements contractuels réels, les entreprises choisies ne pouvaient raisonnablement exécuter leurs prestations au regard de la distance géographique séparant leur siège du lieu de situation de l'immeuble et le montant même des prêts consentis était sans commune mesure avec la valeur du bien avant travaux et ne pouvait lui conférer une plus-value équivalente ou même sensiblement équivalente, d'autant qu'une somme de 39 900 euros était utilisée à la seule fin de rémunérer le prescripteur Ict, toutes choses que M. C... F..., préposé de la Crcam du Languedoc, qui était en rapport d'affaires habituel avec cet intermédiaire et connaissait ses pratiques, ne pouvait ignorer.
0;Les dossiers de prêt ont par ailleurs été montés avec la plus grande légèreté, sans aucune vérification de la valeur de l'immeuble ou encore de la solvabilité de l'emprunteur, alors qu'au surplus ce dernier n'avait aucune attaché dans la région et n'est devenu client du crédit agricole que pour les besoins de cette opération de financement de travaux immobiliers dont le coût particulièrement onéreux, lié à l'intervention d'Ict, ne peut s'expliquer que par son caractère frauduleux.
0;"qu'en énonçant, dès lors, pour déclarer Mme M... J... et M. R... J... recevables en leur tierce opposition à l'encontre de l'arrêt de la cour d'appel de Bourges en date du 24 mars 2011 et pour, en conséquence, réformer, à l'égard de Mme M... J... et de M. R... J..., le jugement du tribunal de grande instance de Châteauroux en date du 29 juin 2010, dire que les contrats de prêt souscrits par la société civile immobilière Xamaline auprès de la caisse régionale de crédit agricole mutuel du Languedoc, les 27 mars 2007 et 24 avril 2007 étaient nuls pour non-conformité à l'objet social et débouter la caisse régionale de crédit agricole mutuel du Languedoc de toutes ses demandes en paiement fondées sur ces deux contrats de prêt, que c'était en vain que la caisse régionale de crédit agricole mutuel du Languedoc prétendait qu'à défaut pour Mme M... J... et M. R... J... d'avoir exercé un recours à l'encontre de l'état des créances de la procédure de liquidation judiciaire de la société civile immobilière Xamaline dans le délai d'un mois à compter de sa publication au Bodaac le 28 février 2015, les créances en litige avaient acquis l'autorité de la chose jugée à l'égard de tous et que Mme M... J... et M. R... J... étaient irrecevables à former toute nouvelle contestation portant sur l'existence, la nature ou le quantum des créances ainsi admises définitivement, qu'en effet, l'admission définitive des créances de la caisse régionale de crédit agricole mutuel du Languedoc, dans le cadre et pour les besoins de la liquidation judiciaire de la société civile immobilière Xamaline, n'interdisait nullement aux associés, qui n'étaient ni plus ni moins parties à cette procédure collective qu'à l'instance précédente devant la cour d'appel de Bourges, d'exercer devant un juge le recours effectif reconnu par l'article 6.1 de la convention européenne de sauvegarde des droits de l'homme et des libertés fondamentales et qu'au demeurant, l'examen du bordereau de déclaration de créances montrait que la banque n'avait pas déclaré d'autre créance que celles résultant précisément du jugement du tribunal de grande instance de Châteauroux en date du 29 juin 2010, confirmé par l'arrêt de la cour d'appel de Bourges en date du 24 mars 2011, qui était déjà définitive à la suite du rejet du pourvoi en cassation formé contre cet arrêt le 28 juin 2012, quand l'autorité de la chose jugée, qui était, irrévocablement, attachée à l'ordonnance du 2 février 2015, par laquelle le juge-commissaire de la procédure de liquidation judiciaire de la société civile immobilière Xamaline avait admis les créances de la caisse régionale de crédit agricole mutuel du Languedoc, résultant des prêts en date du 27 mars 2007 et du 24 avril 2007, telles qu'elles avaient été reconnues par le jugement du tribunal de grande instance de Châteauroux en date du 29 juin 2010 et par l'arrêt de la cour d'appel de Bourges en date du 24 mars 2011, au passif de la procédure de liquidation judiciaire de la société civile immobilière Xamaline, avait pour conséquence que ces créances étaient définitivement consacrées, dans leur existence et dans leur montant, à l'égard de Mme M... J... et de M. R... J... et que la tierce-opposition formée par ces derniers était irrecevable, la cour d'appel a violé les dispositions de l'article 1351 du code civil, dans leur rédaction antérieure à l'ordonnance du 10 février 2016, qui ont été reprises par les dispositions de l'article 1355 du code civil, les dispositions de l'article 1857 du code civil et les dispositions de l'article R. 624-8 du code de commerce ;"
0;"ALORS QUE, de troisième part la nullité d'un contrat est absolue lorsque la règle violée a pour objet la sauvegarde de l'intérêt général, tandis que la nullité d'un contrat est relative lorsque la règle violée a pour objet la sauvegarde d'un intérêt privé ;"
0;"qu'en énonçant, par conséquent, pour écarter la fin de non-recevoir, soulevée par la caisse régionale de crédit agricole mutuel du Languedoc, tirée de l'absence du droit de Mme M... J... et M. R... J... à agir en nullité des contrats de prêts en date du 27 mars 2007 et du 24 avril 2007 conclus par la société civile immobilière Xamaline et par la caisse régionale de crédit agricole mutuel du Languedoc et pour, en conséquence, réformer, à l'égard de Mme M... J... et de M. R... J..., le jugement du tribunal de grande instance de Châteauroux en date du 29 juin 2010, dire que les contrats de prêt souscrits par la société civile immobilière Xamaline auprès de la caisse régionale de crédit agricole mutuel du Languedoc, les 27 mars 2007 et 24 avril 2007 étaient nuls pour non-conformité à l'objet social et débouter la caisse régionale de crédit agricole mutuel du Languedoc de toutes ses demandes en paiement fondées sur ces deux contrats de prêt, que les dispositions de l'article 1849 du code civil, selon lesquelles, dans les rapports avec les tiers, le gérant engage la société par des actes entrant dans l'objet social, n'ont pas pour seule vocation de protéger la société mais bénéficient également aux associés qui sont tenus indéfiniment des dettes à proportion de leur participation au capital social, de sorte que l'action de Mme M... J... et de M. R... J... était parfaitement recevable, la cour d'appel a violé les dispositions de l'article 1304 du code civil, dans leur rédaction antérieure à l'ordonnance du 10 février 2016, et de l'article 1849 du code civil ;"
0;"que lorsque deux dettes sont connexes, le juge ne peut écarter la compensation au motif que l'une d'elles ne réunit pas les conditions de liquidité et d'exigibilité ;"
0;"que lorsque deux dettes sont connexes, le juge ne peut écarter la compensation au motif que l'une d'elles ne réunit pas les conditions de liquidité et d'exigibilité ;"
0;"que dès lors, très loin d'autoriser le juge à ne statuer qu'au seul regard de ce qui était exprimé dans la convention, en faisant abstraction du contexte fiscal de l'opération, de son économie globale et de la commune volonté des parties, la circonstance que le montant de l'avantage fiscal qui devait être rétrocédé à la société Le Green's n'ait pas été précisé dans le contrat et que celui-ci n'ait pas même fait clairement état d'une opération de défiscalisation révélait que la convention litigieuse présentait des lacunes et imprécisions qui devaient être comblées par voie d'interprétation, notamment pour déterminer si, au regard de l'intention commune des parties, le versement initial de la somme de 13 119,18 euros était constitutif d'un acompte sur le prix de revente des matériels litigieux ou si, comme le soutenait Mme B..., ès qualités, et comme l'avait reconnu la société Friedland, il ne représentait pas plutôt l'avantage fiscal de même montant qui devait être rétrocédé, en vertu de la loi fiscale applicable à la société Le Green's ;"
0;"AUX MOTIFS PROPRES QUE, l'article L. 632-1 du code de commerce dispose que sont nuls, lorsqu'ils sont intervenus depuis la date de cessation des paiements, les actes suivants : 3° : tout paiement, quel qu'en soit le mode, pour dettes non échues au jour du paiement, 4° : tout paiement pour dettes échues, fait autrement qu'en espèces, effets de commerce, virements, bordereaux de cession visés par la loi n° 81-1 du 2 janvier 1981 facilitant le crédit aux entreprises ou tout autre mode de paiement communément admis dans les relations d'affaire ;"
0;"qu'il est tout aussi constant que par avenant au contrat de location du 14 décembre 2015, le loueur et le locataire ont convenu de « mettre fin au contrat de location à la date de signature des présentes, le loueur donnant au locataire bonne et valable quittance des sommes qui lui sont dues » ;"
0;"qu'il est tout aussi constant que par jugement du 7 avril 2016, la présente juridiction a ouvert une procédure de liquidation judiciaire à l'égard de la Sarl Le Green's, et désigné Me W... B... en qualité de liquidateur et fixé la date de cessation des paiements au 1er avril 2015 ;"
0;"AUX MOTIFS PROPRES QUE, l'article L. 632-1 du code de commerce dispose que sont nuls, lorsqu'ils sont intervenus depuis la date de cessation des paiements, les actes suivants : 3° : tout paiement, quel qu'en soit le mode, pour dettes non échues au jour du paiement, 4° : tout paiement pour dettes échues, fait autrement qu'en espèces, effets de commerce, virements, bordereaux de cession visés par la loi n° 81-1 du 2 janvier 1981 facilitant le crédit aux entreprises ou tout autre mode de paiement communément admis dans les relations d'affaire ;"
0;"qu'il est tout aussi constant que par avenant au contrat de location du 14 décembre 2015, le loueur et le locataire ont convenu de « mettre fin au contrat de location à la date de signature des présentes, le loueur donnant au locataire bonne et valable quittance des sommes qui lui sont dues » ;"
0;"qu'il est tout aussi constant que par jugement du 7 avril 2016, la présente juridiction a ouvert une procédure de liquidation judiciaire à l'égard de la Sarl Le Green's, et désigné Me W... B... en qualité de liquidateur et fixé la date de cessation des paiements au 1er avril 2015 ;"
0;"que lorsque deux dettes sont connexes, le juge ne peut écarter la compensation au motif que l'une d'elles ne réunit pas les conditions de liquidité et d'exigibilité ;"
0;"que lorsque deux dettes sont connexes, le juge ne peut écarter la compensation au motif que l'une d'elles ne réunit pas les conditions de liquidité et d'exigibilité ;"
0;"que si la Snc Friedland Invest A2 conteste ce chef de demande, en arguant que sa signature a été faite à son propre détriment, son argumentation ne saurait sérieusement prospérer alors même qu'aucun loyer n'était impayé au jour de la signature dudit avenant, et qu'en conséquence, aucune indemnité de résiliation n'aurait été due sans la souscription de cet avenant ;"
0;"2) ALORS, en toute hypothèse, QUE la réparation d'une perte de chance doit être mesurée à la chance perdue et ne peut être égale à l'avantage qu'aurait procuré cette chance si elle s'était réalisée ;"
0;"qu'en conséquence, aucun élément ne permettant de démontrer que le paiement de 13.119,18 € réellement effectué, n'aurait pas constitué un acompte sur le prix d'achat du matériel conformément aux stipulations contractuelles, il convient d'infirmer le jugement déféré en ce qu'il a condamné la SNC Friedland Invest A2 à payer cette somme à Me B..., ès qualités ;"
0;"ALORS QUE le juge a non seulement le pouvoir, mais également le devoir, de remédier par voie d'interprétation aux lacunes, imprécisions ou ambiguïtés que comporte la convention qui lui est soumise ;"
0;"ALORS QUE le juge doit donner ou restituer leur exacte qualification aux faits et actes litigieux, sans s'arrêter à la dénomination que les parties en auraient proposée ;"
0;que dès lors, en considérant qu'aucun élément ne permettait de démontrer que le versement par la SNC Friedland Invest A2 de la somme de 13.119,18
0;"La banque fait grief à l'arrêt de déclarer son action prescrite et, en conséquence, de dire nulle la saisie-attribution, alors « que lorsqu'un créancier poursuivant n'est pas dans l'impossibilité d'agir sur un immeuble, au sens de l'article 2234 du code civil, l'effet interruptif de prescription de sa déclaration de créance prend fin à la date de la décision ayant statué sur la demande d'admission ;"
0;"qu'ainsi, cet effet interruptif se prolonge aussi longtemps qu'il n'est pas statué sur la demande d'admission ;"
0;S'il fait usage de cette faculté, il bénéficie de l'effet interruptif de prescription attaché à sa déclaration de créance, cet effet interruptif se prolongeant en principe jusqu'à la date de la décision ayant statué sur la demande d'admission, dès lors que ce créancier n'est pas dans l'impossibilité d'agir sur l'immeuble au sens de l'article 2234 du code civil.
0;"ALORS QUE lorsqu'un créancier poursuivant n'est pas dans l'impossibilité d'agir sur un immeuble, au sens de l'article 2234 du code civil, l'effet interruptif de prescription de sa déclaration de créance prend fin à la date de la décision ayant statué sur la demande d'admission ;"
0;"qu'ainsi, cet effet interruptif se prolonge aussi longtemps qu'il n'est pas statué sur la demande d'admission ;"
0;Selon l'arrêt attaqué (Angers, 18 septembre 2018), le groupement agricole d'exploitation en commun des Tesnières (le GAEC) a débuté une activité d'engraissement de bovins à la fin de l'année 2011.
0;Pour remettre les parties à un contrat d'intégration annulé dans leur état antérieur, seules doivent être prises en considération les prestations fournies par chacune d'elles en exécution de ce contrat.
0;En statuant ainsi, alors que l'EURL ne pouvait être tenue que des restitutions consécutives à l'annulation du contrat d'intégration l'ayant personnellement liée au GAEC, la cour d'appel a violé le texte susvisé.
0;"Au terme des dispositions de l'article L. 326-2 du code rural et de la pêche maritime, la définition légale du contrat d'intégration dans le secteur de l'élevage est la suivante: ""Dans le domaine de l'élevage sont réputés contrats d'intégration les contrats par lesquels le producteur s'engage envers une ou plusieurs entreprises à élever ou à engraisser des animaux, ou à produire des denrées d'origine animale, et à se conformer à des règles concernant la conduite et l'élevage, l'approvisionnement en moyens de production ou l'écoulement des produits finis""."
0;L'existence de l'accord consacré par l'écrit du 10 mai 2012 entre le GAEC des Tesnières et la SARL [...] n'est pas susceptible de produire effet dans les rapports entre le GAEC des Tesnières et l'EURL [...] dès lors que la renonciation d'action ne concerne que les éventuelles réclamations à l'encontre du GAEC à l'encontre de la seule société [...] .
0;"Par référence aux dispositions de l'article L. 326-2 du code rural visé ci-dessus, pour qu'il y ait contrat d'intégration en matière d'élevage, il faut mais il suffit d'établir : - que le producteur s'engage envers une ou plusieurs entreprises à élever ou à engraisser des animaux ; - et à se conformer à des règles concernant la conduite et l'élevage, l'approvisionnement en moyens de production ou l'écoulement des produits finis""."
0;Il lui incombe la charge d'apporter par tous moyens la preuve de ces éléments sans qu'il ne soit nécessaire d'établir encore la preuve d'une immixtion de ses partenaires quant à la nature et au choix de l'alimentation, au suivi sanitaire et plus généralement au respect de préconisations en matière d'élevage durant la période où les animaux se trouvaient sur l'exploitation depuis leur introduction jusqu'à leur enlèvement.
0;La liberté consentie à l'agriculteur dans la conduite de son élevage n'est pas exclusive de l'existence d'un contrat d'intégration, dès lors que l'éleveur se trouve en état de dépendance économique en matière d'approvisionnement en moyens de production et dans le domaine de la commercialisation et de l'écoulement des produits finis ce qui est allégué en l'espèce.
0;"En l'espèce et bien qu'en l'absence d'écrit, le GAEC des Tesnières ne peut, autrement que par un faisceau d'éléments de fait concordants établir qu'un approvisionnement exclusif en vaches maigres aux conditions financières édictées par la société [...] lui était imposé, il résulte des vérifications opérées par l'expert : - que 470 vaches ont été introduites par le vendeur de bestiaux [...] sur l'exploitation entre le 5 décembre 2011 et mars 2012 selon un rythme s'accélérant au fil du temps après que les opérations préalables à cette introduction (prise de sang, bouclage, fouille pour diagnostic de gestation) soient effectuées chez S... bétail par des vétérinaires de la clinique des Alouettes, cabinet vétérinaire qui n'est pas celui du vétérinaire-traitant de l'acheteur mais un cabinet proche des locaux où transitaient les animaux, - que 235 de ces bovins ont été revendus soit directement à [...] , soit indirectement via [...] qui les a revendus [...] , - que dès avant leur introduction sur l'exploitation du GAEC des Tesnières, certains de ces bovins avaient été individualisés par un bouclage spécifique en vue de leur écoulement par l'EURL [...] aux abattoirs Charal avec lequel [...] était en relation d'affaires ;"
0;La revente de 28 animaux par le GAEC des Tesnières à la société Privileg dont 16 sur 28 ont été revendus le 31 mai 2012 soit après rupture des relations contractuelles et 12 seulement durant la période d'exécution du contrat n'apparaît pas suffisamment importante pour permettre de caractériser une liberté de choix de l'éleveur de nature et exclure la qualification de contrat d'intégration. - qu'enfin le lien entre les factures vérifiées par l'expert permet d'établir que le prix de vente était fixé par référence au prix de la transaction entre l'abattoir et la SARL [...] ou l'EURL [...] .
0;Le contrat verbal souscrit entre les parties contrevient à ces exigences et il doit de ce seul fait, être annulé.
0;"qu'il ne peut fonder sa décision sur un moyen qu'il a relevé d'office sans avoir au préalable invité les parties à présenter leurs observations sur son mérite ;"
0;En statuant ainsi, alors que, dans les conclusions d'appel, aucune partie n'avait soutenu que M. P... avait perçu et déclaré un salaire à l'administration fiscale pour la période considérée, la cour d'appel, qui a modifié l'objet du litige, a violé le texte susvisé.
0;"qu'il ne peut fonder sa décision sur un moyen qu'il a relevé d'office sans avoir au préalable invité les parties à présenter leurs observations sur son mérite ;"
0;"qu'il ne peut cependant lui être accordé moins que ce que lui reconnaissait l'intimée à ce titre en première instance ;"
0;"qu'en condamnant le notaire et son assureur à indemniser la banque des gains qu'elle avait tirés du prêt et qu'elle devrait restituer aux acquéreurs quand, sans la faute du notaire, la vente n'aurait pas été conclue, de sorte que la banque n'aurait pas consenti de prêt, ni perçu les gains en cause, la cour d'appel a violé l'article 1382, devenu 1240, du code civil ;"
0;"Les consorts N... et l'assureur, d'une part, les acquéreurs, d'autre part, font grief à l'arrêt de déclarer irrecevables l'ensemble des demandes en fixation de créance effectuées contre le vendeur en liquidation dans le cadre de la présente instance, alors « que les contestations portant sur le principe ou le montant d'une créance à l'encontre d'un débiteur placé en procédure collective, relèvent du juge du fond dès lors qu'elles posent une difficulté sérieuse ;"
1;Le rapporteur général de l'Autorité de la concurrence a formé un pourvoi contre l'ordonnance n° 37 du premier président de la cour d'appel de Paris, chambre 5-15, en date du 8 juillet 2020, qui, sur renvoi après cassation (Crim., 13 juin 2019, n° 17-87.364), a annulé les ordonnances des juges des libertés et de la détention autorisant l'Autorité de la concurrence à effectuer des opérations de visite et de saisie en vue de rechercher la preuve de pratiques anticoncurrentielles.
1;Sur le rapport de M. Dary, conseiller, les observations de la SCP Baraduc, Duhamel et Rameix, avocat du rapporteur général de l'Autorité de la concurrence, les observations de la SCP Rocheteau et Uzan-Sarano, avocat de la société Whirpool France, et les conclusions de M. Lemoine, avocat général, les avocats ayant eu la parole en dernier, après débats en l'audience publique du 22 juin 2021 où étaient présents M. Soulard, président, M. Dary, conseiller rapporteur, M. Bonnal, conseiller de la chambre, M. Lemoine, avocat général, et Mme Lavaud, greffier de chambre, la chambre criminelle de la Cour de cassation, composée en application de l'article 567-1-1 du code de procédure pénale, des président et conseillers précités, après en avoir délibéré conformément à la loi, a rendu le présent arrêt.
1;"Le moyen critique l'ordonnance attaquée en ce qu'elle a annulé en toutes ses dispositions l'ordonnance rendue par le juge des libertés et de la détention du tribunal de grande instance de Paris en date du 21 mai 2014 et l'ordonnance rendue sur commission rogatoire par le juge des libertés et de la détention du tribunal de grande instance de Nanterre en date du 22 mai 2014, annulé les opérations de visites et saisies en date des 27 et 28 mai 2014 effectués dans les locaux de la société Whirlpool France, sis [Adresse 1], ordonné la restitution à Whirlpool France de l'ensemble des documents saisis, sans possibilité pour l'Autorité de la concurrence d'en garder copie et d'avoir rejeté toute autre demande, alors : « 1°/ qu'une juridiction de renvoi saisie par un arrêt de cassation totale est tenue de statuer à nouveau en fait et en droit sur l'entier litige dont était saisie la juridiction dont la décision a été cassée ;"
1;"que pour annuler l'ordonnance du juge des libertés et de la détention du 21 mai 2014 autorisant les visites et saisies dans les locaux de la société Whirlpool, ainsi que l'ordonnance subséquente rendue sur commission rogatoire, le premier président s'est borné à énoncer que dans l'arrêt du 13 juin 2019 qui l'avait saisi, la Cour de cassation avait « pris position de manière très claire et non équivoque sur la notion de « personne mise en cause au sens de l'article L. 450-4 du code de commerce » et qu'ainsi il n'était pas « besoin de procéder à une autre analyse » ;"
1;qu'en affirmant néanmoins, sans en tenir compte, que la société Whirlpool, ayant « le statut de mise en cause » au sens de l'arrêt de la Cour de cassation du 13 juin 2019, « aurait dû être en mesure d'exercer immédiatement un recours contre les opérations de visite et saisie ayant permis d'appréhender » les documents sur lesquels la demande d'autorisation était fondée, et que dès lors qu'elle n'a « pas eu accès à l'ordonnance du 9 octobre 2013 ou aux procès-verbaux de visite et saisie et ne pouvait exercer aucun recours, et les procès-verbaux et les inventaires relatifs aux opérations chez Fagor Brandt et Samsung ne lui ayant pas été notifiés au début de la visite dans ses locaux, elle n'a pu exercer son droit au recours effectif », tandis qu'elle a été mise en mesure d'exercer un recours effectif contre ces opérations, ce dont elle s'est abstenue, le premier président a méconnu son office et privé sa août 2021 décision de base légale au regard des articles 6, § 1, de la Convention européenne des droits de l'homme et L. 450-4 du code de commerce. »
1;Lorsque, comme en l'espèce, la juridiction de renvoi a statué en conformité de l'arrêt de cassation qui l'avait saisie, et qu'aucun changement de norme n'est intervenu postérieurement, le moyen, qui appelle la Cour de cassation à revenir sur ce qu'elle avait décidé dans son précédent arrêt, est irrecevable.
1;"que l'effet dévolutif de l'appel remet la chose jugée en question devant la juridiction d'appel pour qu'il soit à nouveau statué en fait et en droit ;"
1;"qu'en statuant ainsi, sans rechercher si, abstraction faite des éléments litigieux, les autres éléments produits à l'appui de la requête constituaient un indice ou un faisceau d'indices justifiant l'autorisation des visites et saisies dans les locaux de la société Whirlpool, le premier président a méconnu son office et privé sa décision de base légale au regard des articles 593 du code de procédure pénale et L. 450-4 du code de commerce ; »"
1;Pour annuler, en toutes leurs dispositions, l'ordonnance du juge des libertés et de la détention du tribunal de grande instance de Paris en date du 21 mai 2014, celle rendue sur commission rogatoire de ce dernier par le juge des libertés et de la détention du tribunal de grande instance de Nanterre en date du 22 mai 2014 et les opérations de visite et saisies en date des 27 et 28 mai 2014 effectuées dans les locaux de la société Whirlpool, le premier président de la cour d'appel de Paris, après avoir retenu que les décisions entreprises encourraient la nullité pour violation de l'article L. 450-4 du code de commerce et du principe du droit au recours effectif, énonce, d'une part, que le juge des libertés et de la détention a rendu son ordonnance sur le fondement de treize annexes produites par l'Autorité, destinées à établir un faisceau d'indices laissant présumer l'existence de pratiques anticoncurrentielles à l'encontre de Whirlpool France, et, d'autre part, que les pièces présentées à l'appui de la requête ont une origine apparemment licite.
1;En se déterminant ainsi, sans rechercher, comme il était invité à le faire, si, après avoir écarté les documents illicites, était caractérisée, au regard des seuls éléments régulièrement produits par l'administration, l'existence de pratiques anticoncurrentielles touchant le secteur de la distribution des produits fabriqués, notamment par la société en cause, justifiant la mesure autorisée et sa nécessité en considération des impératifs de lutte contre de telles pratiques, le premier président a méconnu les textes susvisés et les principes ci-dessus rappelés.
1;qu'en annulant cependant ladite ordonnance « en toutes ses dispositions », sans limiter l'annulation aux seules dispositions visant la société Whirlpool France, le premier président a commis un excès de pouvoir et méconnu l'étendue de sa saisine, en violation de l'article L. 450-4 du code de commerce. »
1;D'où il suit que la cassation est, également, encourue de ce chef.
1;"PAR CES MOTIFS, la Cour : CASSE et ANNULE l'ordonnance susvisée du premier président de la cour d'appel de Paris, en date du 8 juillet 2020, mais en ses seules dispositions relatives, d'une part, à l'examen des documents susceptibles de fonder la requête et, d'autre part, aux conséquences des ordonnances attaquées à l'égard des sociétés Groupe Candy Hoover et GIFAM, toutes autres dispositions étant expressément maintenues ;"
1;"Et pour qu'il soit à nouveau statué, conformément à la loi, dans les limites de la cassation ainsi prononcée, RENVOIE la cause et les parties devant la juridiction du premier président de cour d'appel de Paris, autrement composée, à ce désignée par délibération spéciale prise en chambre du conseil ;"
1;Sur le rapport de Mme Fouquet, conseiller référendaire, les observations de la SCP Spinosi, avocat de la société Highlands technologies et de M. [K] [N], les observations de la SCP Boré, Salve de Bruneton et Mégret, avocat de la direction générale des douanes et droits indirects, et les conclusions de Mme Mathieu, avocat général, après débats en l'audience publique du 16 juin 2021 où étaient présents M. Soulard, président, Mme Fouquet, conseiller rapporteur, Mme de la Lance, conseiller de la chambre, et Mme Coste-Floret, greffier de chambre, la chambre criminelle de la Cour de cassation, composée en application de l'article 567-1-1 du code de procédure pénale, des président et conseillers précités, après en avoir délibéré conformément à la loi, a rendu le présent arrêt.
1;"qu'en relevant que les déclarations d'appels formés les 20 et 23 novembre 2018 par la société Highlands technologies et M. [N] portent sur le dispositif pénal, de sorte que, en l'absence de déclaration de culpabilité pour des infractions de nature pénale et de condamnation pénale dans le jugement frappé d'appel, ces recours doivent être déclarés irrecevables, lorsque, en l'absence de toute condamnation pénale, il s'évince nécessairement des actes d'appel que les prévenus, qui contestaient avoir commis les faits reprochés, même s'ils ne mentionnaient in fine que les dispositions pénales du jugement, visaient à l'évidence les infractions douanières pour lesquelles les prévenus avaient été déclarés coupables et les amendes douanières auxquelles ils avaient été condamnés, la cour d'appel a méconnu les articles 509, 591 et 593 du code de procédure pénale ;"
1;"pour déclarer les appels des prévenus irrecevables, que leurs déclarations d'appels portent sur un dispositif pénal inexistant, lorsqu'il s'évince nécessairement de ces actes d'appel, nonobstant l'usage de l'expression « dispositif pénal », que les prévenus, qui contestaient expressément les faits reprochés, entendaient évidemment remettre en cause leurs condamnations douanières, la cour d'appel, qui a ainsi privé les exposants de toute possibilité de faire réexaminer leur affaire en cause d'appel, a porté une atteinte excessive au droit à l'exercice effectif d'une voie de recours, en violation des articles 6, § 1, et 13 de la Convention européenne des droits de l'homme, préliminaire, 591 et 593 du code de procédure pénale ;"
1;qu'en déclarant irrecevables les appels des exposants, aux motifs qu'ils portent non sur les dispositions douanières mais sur un dispositif pénal inexistant, lorsqu'il ne fait strictement aucun doute que les prévenus ont entendu déférer à la cour d'appel les dispositions douanières du jugement, la cour d'appel a violé le droit d'accès au juge des exposants tel qu'il est garanti par les articles 6, § 1, et 13 de la Convention européenne des droits de l'homme, 591 et 593 du code de procédure pénale. »
