ana;sentence
1;En effet, nonobstant la mention selon laquelle les appels formés ne portent que sur les dispositions pénales de la décision déférée à la cour d'appel, il résulte des actes d'appel, qui visent expressément les infractions douanières pour lesquelles les prévenus ont été déclarés coupables et les amendes douanières auxquelles ils ont été condamnés, que M. [N] et la société Highlands technologies ont entendu faire porter leurs recours sur les dispositions douanières du jugement, qui ne comportait aucune autre disposition, à l'exception des relaxes prononcées pour une partie des faits de fausse déclaration d'espèce.
1;PAR CES MOTIFS, et sans qu'il y ait lieu d'examiner le second moyen proposé, la Cour : CASSE et ANNULE l'arrêt susvisé de la cour d'appel d'Aix-en-Provence, en date du 8 septembre 2020, mais en ses seules dispositions ayant déclaré irrecevables les appels formés les 20 et 23 novembre 2018 par M. [N] et la société Highlands technologies ainsi que l'appel
1;"incident du ministère public, toutes autres dispositions étant expressément maintenues ;"
1;"Et pour qu'il soit à nouveau statué, conformément à la loi, dans les limites de la cassation ainsi prononcée ; RENVOIE la cause et les parties devant la cour d'appel d'Aix-en-Provence autrement composée, à ce désignée par délibération spéciale prise en chambre du conseil ;"
1;Sur le rapport de Mme Fouquet, conseiller référendaire, les observations de la SCP Waquet, Farge et Hazan, avocat de M. [K] [R], et les conclusions de M. Aubert, avocat général référendaire, après débats en l'audience publique du 28 juillet 2021 où étaient présents Mme de la Lance, conseiller le plus ancien faisant fonction de président en remplacement du président empêché, Mme Fouquet, conseiller rapporteur, Mme Planchon, conseiller de la chambre, et Mme Coste-Floret, greffier de chambre, la chambre criminelle de la Cour de cassation, composée en application de l'article 567-1-1 du code de procédure pénale, des président et conseillers précités, après en avoir délibéré conformément à la loi, a rendu le présent arrêt.
1;Il s'en déduit que bien que la chambre de l'instruction ait statué en application des dispositions de l'article 148-2 du code de procédure pénale, l'arrêt attaqué ne se trouve pas privé de base légale.
1;"qu'en l'espèce, par un mémoire régulièrement déposé devant la chambre de l'instruction, M. [R] faisait valoir qu'il n'était pas en mesure de régler un cautionnement aussi important que celui auquel il était astreint, car non seulement ses ressources étaient en nette diminution en raison de la conjoncture actuelle et du contexte procédural, mais encore il doit assumer des charges fixes très importantes dont il justifiait précisément, notamment des prêts et crédits ainsi que des frais relatifs à l'éducation de sa fille et au logement de sa famille ;"
1;Il indique également qu'à ce stade ni ce dernier, ni les victimes putatives n'ont été entendus par le magistrat instructeur et que les documents abondamment fournis au dossier d'instruction ne suffisent pas à faire la lumière sur l'ensemble des procédures financières observées.
1;"PAR CES MOTIFS, la Cour : CASSE et ANNULE, en toutes ses dispositions, l'arrêt susvisé de la chambre de l'instruction de la cour d'appel de Nouméa, en date du 14 avril 2021, et pour qu'il soit à nouveau jugé, conformément à la loi ;"
1;Sur le rapport de M. de Lamy, conseiller, les observations de Me Le Prado, avocat de M. [Z] [M], et les conclusions de M. Bougy, avocat général, après débats en l'audience publique du 11 août 2021 où étaient présents M. Bonnal, conseiller le plus ancien faisant fonction de président en remplacement du président empêché, M. de Lamy, conseiller rapporteur, Mme Slove, M. Wyon, M. Samuel, M. Maziau, M. Dary, M. Sottet, conseillers de la chambre, M. Bougy, avocat général, et Mme Sommier, greffier de chambre, la chambre criminelle de la Cour de cassation, composée des président et conseillers précités, après en avoir délibéré conformément à la loi, a rendu le présent arrêt.
1;"Le moyen critique l'arrêt attaqué en ce qu'il a placé M. [M] sous contrôle judiciaire en l'astreignant à se soumettre à de nombreuses obligations, alors « que les mesures de sûreté ne peuvent être prononcées qu'à l'égard de la personne à l'encontre de laquelle il existe des indices graves ou concordants rendant vraisemblable qu'elle ait pu participer, comme auteur ou comme complice, à la commission des infractions dont le juge d'instruction est saisi ;"
1;qu'en ne recherchant pas si, au jour où elle se prononçait, il existait des indices graves ou concordants de participation aux infractions pour lesquelles M. [M] avait été mis en examen, la chambre de l'instruction n'a pas légalement justifié sa décision au regard de l'article 5 de la Convention européenne des droits de l'homme, ensemble les articles 80-1, 137 et 593 du code de procédure pénale ».
1;Il résulte des deux premiers de ces textes que les mesures de sûreté ne peuvent être prononcées qu'à l'égard de la personne à l'encontre de laquelle il existe des indices graves ou concordants rendant vraisemblable qu'elle ait pu participer, comme auteur ou comme complice, à la commission des infractions dont le juge d'instruction est saisi.
1;Pour confirmer l'ordonnance entreprise, les juges, par motifs propres et adoptés, après avoir exposé les faits, ont retenu que M. [M] devait être placé sous contrôle judiciaire en raison des nécessités de l'instruction et à titre de mesure de sûreté.
1;"PAR CES MOTIFS, la Cour : CASSE et ANNULE, en toutes ses dispositions, l'arrêt susvisé de la chambre de l'instruction de la cour d'appel de Toulouse, en date du 6 mai 2021, et pour qu'il soit à nouveau jugé, conformément à la loi ;"
1;"- l'arrêt de la chambre de l'instruction de la cour d'appel de Versailles, en date du 26 février 2019, qui, dans l'information suivie contre eux des chefs d'association de malfaiteurs, blanchiment en bande organisée, travail dissimulé, abus de faiblesse et escroquerie en bande organisée, a ordonné un supplément d'information ; - l'arrêt de la chambre de l'instruction de la cour d'appel de Versailles, en date du 11 mai 2021, qui, statuant après cassation (Crim., 11 avril 2018, pourvoi n° 17-86.557 ; Crim., 11 avril 2018, pourvoi n° 17-86.554), confirmant l'ordonnance rendue par le juge d'instruction, les a renvoyés devant le tribunal correctionnel sous la prévention, le premier, d'association de malfaiteurs, blanchiment en bande organisée, travail dissimulé, abus de faiblesse, escroquerie en bande organisée et complicité de détournement de la finalité de fichiers informatiques nominatifs, la seconde, de blanchiment en bande organisée, escroquerie en bande organisée, complicité de détournement de la finalité de fichiers informatiques nominatifs et blanchiment de fraude fiscale."
1;Sur le rapport de M. Ascensi, conseiller référendaire, les observations de la SCP Waquet, Farge et Hazan, avocat de M. [C] [K], de Anne Sevaux, Paul Mathonnet, avocat de Mme [R] [K],de de la SCP Célice, Texidor, Périer, avocat de la société Crédit Foncier de France et les conclusions de Mme Mathieu, avocat général, après débats en l'audience publique du 25 août 2021 où étaient présents M. de Larosière de Champfeu, conseiller doyen faisant fonction de président, M. Ascensi, conseiller rapporteur, M. Bellenger, conseiller de la chambre, et M. Maréville, greffier de chambre, la chambre criminelle de la Cour de cassation, composée en application de l'article 567-1-1 du code de procédure pénale, des président et conseillers précités, après en avoir délibéré conformément à la loi, a rendu le présent arrêt.
1;Par arrêt avant-dire droit du 26 février 2019, la chambre de l'instruction, statuant après cassation, a ordonné un supplément d'information aux fins de mise en examen de M. et Mme [
1;"Le moyen de Mme [K] critique l'arrêt attaqué en ce qu'il a confirmé l'ordonnance entreprise en ce qu'elle a ordonné le renvoi devant le tribunal correctionnel de Mme [K], dit en outre qu'il existe des charges suffisantes contre elle de s'être rendue complice d'un délit de détournement de la finalité de fichiers informatiques nominatifs et d'avoir commis un délit de blanchiment, et ordonné le renvoi de Mme [K] devant le tribunal correctionnel pour y être jugée également de ces faits en sus de ceux objets de l'ordonnance entreprise, alors que « devant la chambre de l'instruction, la personne mise en examen ou son avocat doivent avoir la parole les derniers ;"
1;"qu'il ressort des mentions de l'arrêt que seul Maître Courteille, avocat de M. [P] [S], et non Maître [U], substituant Maître Pasquet-Marinacce, et Maître Sand, avocats de Mme [R] [K], a eu la parole en dernier ;"
1;PAR CES MOTIFS, et sans qu'il y ait lieu d'examiner les autres moyens de cassation proposés, la Cour : Sur les pourvois dirigés contre les arrêts du 31 juillet 2012 et 26 février 2019 :
1;"Sur les pourvois dirigés contre l'arrêt du 11 mai 2021 : août 2021 CASSE et ANNULE, en toutes ses dispositions, l'arrêt susvisé de la chambre de l'instruction de la cour d'appel de Versailles, en date du 11 mai 2021, et pour qu'il soit à nouveau jugé, conformément à la loi ;"
1;Sur le rapport de M. Wyon, conseiller, les observations de la SCP Gaschignard, avocat de M. [M] [E], et les conclusions de M. Bougy, avocat général, après débats en l'audience publique du 11 août 2021 où étaient présents M. Bonnal, conseiller le plus ancien faisant fonction de président en remplacement du président empêché, M. Wyon, conseiller rapporteur, Mme Slove, conseiller de la chambre, et Mme Sommier, greffier de chambre, la chambre criminelle de la Cour de cassation, composée en application de l'article 567-1-1 du code de procédure pénale, des président et conseillers précités, après en avoir délibéré conformément à la loi, a rendu le présent arrêt.
1;M. [E] a reconnu que ce mandat s'appliquait bien à sa personne, mais n'a pas consenti à sa remise aux autorités italiennes.
1;Par arrêt du 30 juin 2021, la chambre de l'instruction de la cour d'appel de Paris a constaté que certains des mandats d'arrêt européens étaient devenus sans objet, refusé la remise au titre d'autres mandats, et a ordonné la remise de M. [E] à l'autorité judiciaire italienne au titre du seul mandat d'arrêt européen émis à son encontre le 20 novembre 2020 aux fins d'exécution de la peine de trois ans et trois mois d'emprisonnement prononcée le 11 novembre 2019 par le tribunal de Pescara.
1;qu'en statuant de la sorte quand le mandat d'arrêt européen, d'une part, se bornait à cocher la formule-type de la case 3.2, empreinte d'équivoque, selon laquelle « l'intéressé a donné mandat à un conseil juridique, qui a été désigné, soit par l'intéressé soit par l'Etat, pour le défendre (?) il n'a pas comparu en personne au procès, il a été assisté d'un défenseur commis d'office », d'autre part, s'abstenait, contrairement à l'invitation faite au paragraphe 4, la case 3.2 ayant été cochée, de « préciser comment la condition concernée a été remplie », la chambre de l'instruction, qui ne pouvait se fonder sur ces seules énonciations, a violé les articles 593 et 695-22-1 du code de procédure pénale, ensemble l'article 6 de la Convention européenne des droits de l'homme. »
1;"PAR CES MOTIFS, la Cour : CASSE et ANNULE, en toutes ses dispositions, l'arrêt susvisé de la chambre de l'instruction de la cour d'appel de Paris, en date du 30 juin 2021, et pour qu'il soit à nouveau jugé, conformément à la loi ;"
1;Sur le rapport de Mme Issenjou, conseiller, et les conclusions de Mme Chauvelot, avocat général référendaire, après débats en l'audience publique du 8 décembre 2021 où étaient présents M. de Larosière de Champfeu, conseiller le plus ancien faisant fonction de président en remplacement du président empêché, Mme Issenjou, conseiller rapporteur, Mme Slove, conseiller de la chambre, et Mme Coste-Floret, greffier de chambre, la chambre criminelle de la Cour de cassation, composée en application de l'article 567-1-1 du code de procédure pénale, des président et conseillers précités, après en avoir délibéré conformément à la loi, a rendu le présent arrêt.
1;Devant la chambre de l'instruction, son avocat a fait valoir que ne figurait au dossier aucune décision de remise de M. [B] à la France par les autorités hollandaises, cette pièce étant seule de nature à permettre le contrôle du respect de la règle de la spécialité par l'autorité judiciaire.
1;Il résulte du premier de ces textes, tel qu'interprété par la Cour de justice de l'Union européenne, qu'en présence d'une infraction autre que celle qui a motivé la remise, le consentement de la personne remise doit être demandé, conformément au paragraphe 4 dudit texte, et obtenu s'il y a lieu de faire exécuter une peine ou une mesure privatives de liberté.
1;L'exception visée à cet article 27, § 3, c) ne s'oppose toutefois pas à ce que la personne remise soit soumise à une mesure restrictive de liberté avant que le consentement soit obtenu, dès lors que cette mesure est légalement justifiée par d'autres chefs d'accusation figurant dans le mandat d'arrêt européen (CJUE, arrêt du 1er décembre 2008, Artur Leymann, C-388/08).
1;En vertu du deuxième, lorsque le ministère public qui a émis le mandat d'arrêt européen a obtenu la remise de la personne recherchée, celle-ci ne peut être poursuivie, condamnée ou détenue en vue de l'exécution d'une peine privative de liberté pour un fait quelconque antérieur à la remise et autre que celui qui a motivé cette mesure, sauf dans l'un des cas énumérés audit article.
1;Il s'ensuit qu'une personne remise à la France en exécution d'un mandat d'arrêt européen et qui n'a pas renoncé au principe de spécialité ne peut faire l'objet d'une mesure de détention provisoire pour une infraction autre que celle qui a motivé sa remise, avant que son consentement ait été obtenu, sauf si cette mesure privative de liberté est légalement justifiée par les autres chefs d'accusation figurant dans le mandat d'arrêt européen.
1;Les juges ajoutent que M. [B] a été mis en examen dans les mêmes termes que ceux du mandat d'arrêt sans autre extension permettant ainsi un contrôle effectif du respect de la règle de spécialité.
1;"PAR CES MOTIFS, la Cour : CASSE et ANNULE, en toutes ses dispositions, l'arrêt susvisé de la chambre de l'instruction de la cour d'appel de Rennes, en date du 20 août 2021, et pour qu'il soit à nouveau jugé, conformément à la loi ;"
1;La demanderesse au pourvoi n° H 18-10.842 invoque, à l'appui de son recours, les deux moyens de cassation également annexés au présent arrêt.
1;Sur le rapport de Mme de Cabarrus, conseiller référendaire, les observations de la SCP Alain Bénabent, avocat de la Société française du radiotéléphone, de la SCP Boré, Salve de Bruneton et Mégret, avocat de M. H... et de la société Electronique occitane, et l'avis de Mme Beaudonnet, avocat général, à la suite duquel le président a demandé aux avocats s'ils souhaitaient présenter des observations complémentaires, après débats en l'audience publique du 21 janvier 2020 où étaient présents Mme Mouillard, président, Mme de Cabarrus, conseiller référendaire rapporteur, M. Rémery, conseiller doyen, M. Guérin, Mmes Vallansan, Darbois, Poillot-Peruzzetto, M. Remeniéras, Mmes Graff-Daudret, Vaissette, Bélaval, Pomonti, Fontaine, Champalaune, Daubigney, Sudre, Mme Michel-Amsellem, Mme Fèvre, M. Riffaud, Mme Boisselet, M. Mollard, conseillers, Mme Le Bras, M. Guerlot, Mmes Barbot, Brahic-Lambrey, M. Blanc, Mmes Kass- Danno, Lion, conseillers référendaires, Mme Beaudonnet, avocat général, et Mme Labat, greffier de chambre.
1;Cet arrêt est entaché d'une erreur de procédure, non imputable aux parties, en ce que l'avis qui a été délivré aux parties en application de l'article 1015 du code de procédure civile ne faisait état que de la possibilité qu'un moyen soit relevé d'office, sans préciser qu'en ce cas, il était envisagé de casser l'arrêt sans renvoi et de statuer au fond sur la demande formée par la Société française du radiotéléphone.
1;Il y a lieu de rabattre cet arrêt et de statuer à nouveau. Jonction
1;"que la qualité de personne morale est essentielle lorsqu'une partie a eu intention de contracter avec une société en raison de sa réputation et de son expérience ;"
1;"qu'en l'espèce, après avoir observé qu'il ressortait des dispositions contractuelles liant la société SFR et la société Electronique occitane « que la société SFR [avait] entendu souscrire les contrats de distribution avec la société Electronique occitane, représentée par M. E... H..., son gérant », la cour d'appel a néanmoins cru pouvoir en déduire qu'aucune erreur sur la personne de son cocontractant n'avait vicié le consentement de la société SFR lorsqu'elle avait contracté avec Electronique occitane ;"
1;qu'en statuant ainsi, lorsqu'il s'inférait de ses propres constatations que la société SFR n'avait pas entendu contracter avec M. H..., pris en sa qualité de personne physique, mais uniquement avec la société Electronique occitane représentée par son gérant M. H..., la cour d'appel, qui n'a pas tiré les conséquences légales de ses propres constatations, a violé l'article 1110 du code civil dans sa rédaction applicable à la cause. »
1;Après avoir énoncé que les conditions de l'exécution ultérieure du contrat ne peuvent constituer un élément caractérisant l'erreur sur le consentement au moment de la conclusion du contrat et relevé que le contrat de distribution conclu entre la société SFR et la société Electronique occitane stipulait qu'il était « conclu intuitu personae en considération de la personne morale de la société [Electronique occitane] ainsi qu'en considération de son dirigeant » et qu'en conséquence, il « ne pourra[it] être cédé en tout ou partie, sans l'accord préalable, exprès et écrit de SFR », l'arrêt retient que la société SFR a entendu souscrire les contrats de distribution avec la société Electronique occitane, représentée par M. H..., son gérant.
1;Après avis donné aux parties, conformément à l'article 1015 du code de procédure civile, il est fait application de l'article 620, alinéa 2, du code de procédure civile.
1;Après avis donné aux parties, conformément à l'article 1015 du code de procédure civile, il est fait application des articles L. 411-3, alinéa 1, du code de l'organisation judiciaire et 627 du code de procédure civile.
1;En effet, la cassation prononcée n'implique pas qu'il soit à nouveau statué sur le fond par une cour d'appel.
1;"PAR CES MOTIFS, et sans qu'il y ait lieu de statuer sur les autres griefs, la Cour : RABAT l'arrêt n° 972 FP P+B+R rendu le 11 décembre 2019 ;"
1;"Et statuant à nouveau : CASSE ET ANNULE, mais seulement en ce qu'il condamne la société Electronique occitane à payer à la Société française du radiotéléphone la somme de 92 473,43 euros au titre du préjudice subi et statue sur les dépens et l'application de l'article 700 du code de procédure civile, l'arrêt rendu le 11 octobre 2017, entre les parties, par la cour d'appel de Paris ;"
1;"que ces prestations, pour lesquelles il a perçu des salaires, ont fait l'objet d'une rémunération, par la société SFR, également de la société Electronique Occitane ;"
1;"ALORS QU'en toute hypothèse, seules les sommes payées sans être dues ou devenues indues sont sujettes à restitution ;"
1;"qu'en condamnant l'exposante à restituer à la société SFR les sommes que celle-ci avait été condamnée à verser à M. H... en application de son statut de gérant de succursale, quand elle constatait pourtant elle-même que ces sommes avaient été mises à la charge de la société SFR par une décision de justice irrévocable ayant reconnu à M. H... le statut de gérant d'une succursale de la société SFR, de sorte que leur paiement, qui trouvait sa cause dans la loi dont cette décision avait fait application, ne pouvait incomber qu'à cette dernière, la cour d'appel, qui n'a pas tiré les conséquences légales de ses constatations, a violé les articles 1235 et 1376 du code civil, dans leur version antérieure à l'ordonnance n° 2016-131 du 10 février 2016 ;"
1;"ALORS QU'en toute hypothèse, l'action fondée sur l'enrichissement sans cause ne peut être dirigée que contre celui dont il est prétendu qu'il s'est enrichi ;"
1;"qu'en retenant, pour condamner l'exposante à restituer à la société SFR les sommes que celle-ci avait été condamnée à verser à M. H... en application de son statut de gérant de succursale que « SFR a[vait] payé Occitane et Monsieur H... deux fois pour les mêmes prestations sans que cela soit justifié par une obligation contractuelle différente de celle issue du contrat distributeur, alors que nul ne peut s'enrichir sans cause » (jugement, p. 9, al. 4), quand il n'était pas contesté que l'exposante n'avait pas bénéficié des sommes que la société SFR avait été condamnée à verser à M. H..., la cour d'appel a violé l'article 1371 du code civil, dans sa version antérieure à l'ordonnance n° 2016-131 du 10 février 2016 ;"
1;"ALORS QU'en toute hypothèse, seule est source de responsabilité la faute qui a causé un dommage ;"
1;"qu'en retenant par motifs adoptés, que « si Occitane avait exécuté l'ensemble des obligations qui lui revenaient, les hautes juridictions n'auraient pas reconnu à son gérant le statut de gérant de succursale et n'auraient pas condamné SFR » (jugement, p. 9, al. 5), quand une telle reconnaissance n'impliquait pas légalement l'inexécution de ses obligations contractuelles par la société Electronique Occitane, la cour d'appel a violé l'article L. 7321-2 du code du travail ;"
1;"ALORS QU'en toute hypothèse, seule est source de responsabilité la faute qui a causé un dommage ;"
1;"qu'en affirmant, pour condamner la société Electronique Occitane à indemniser la société SFR du montant des rappels de salaires, congés payés et charges patronales que celle-ci avait été personnellement condamnée à payer à son gérant, M. H..., en exécution de la décision de justice irrévocable lui ayant reconnu le statut de gérant de succursale, que « si Occitane avait exécuté l'ensemble des obligations qui lui revenaient, les hautes juridictions n'auraient pas reconnu à son gérant le statut de gérant de succursale et n'auraient pas condamné SFR », sans rechercher si la société SFR n'était pas seule à l'origine du montage ayant justifié l'application du statut de gérant de succursale, la cour d'appel a privé sa décision de base légale au regard de l'article 1147 du code civil dans sa version antérieure à l'ordonnance n° 2016-131 du 10 février 2016 ;"
1;qu'en retenant que « si Occitane avait exécuté l'ensemble des obligations qui lui revenaient, les hautes juridictions n'auraient pas reconnu à son gérant le statut de gérant de succursale et n'auraient pas condamné SFR », quand la seule faute qui lui était reprochée par la société SFR était d'avoir confié à M. H..., son gérant, l'exécution des prestations mises à sa charge par les contrats de distribution conclus par les parties, la cour d'appel, qui n'a pas caractérisé l'existence d'une faute imputable à l'exposante, a privé sa décision de base légale au regard de l'article 1147 du code civil, dans sa version antérieure à l'ordonnance n° 2016-131 du 10 février 2016.
1;"qu'elle en conclut que seule la société Electronique Occitane devait exécuter le contrat ;"
1;"que l'article 1110 ancien du code civil, applicable aux contrats dont il est question, dispose que l'erreur ""n'est point une cause de nullité lorsqu'elle ne tombe que sur la personne avec laquelle on a l'intention de contracter, à moins que la considération de cette personne ne soit la cause principale de la convention"" ;"
1;qu'en l'espèce, après avoir observé qu'il ressortait des dispositions contractuelles liant la société SFR et la société Electronique Occitane « que la société SFR [avait] entendu souscrire les contrats de distribution avec la société Electronique Occitane, représentée par Monsieur E... H..., son gérant » (
1;", la Cour d'appel a néanmoins cru pouvoir en déduire qu'aucune erreur sur la personne de son cocontractant n'avait vicié le consentement de la société SFR lorsqu'elle avait contracté avec Electronic Occitaine;"
1;qu'en statuant ainsi, lorsqu'il s'inférait de ses propres constatations que la société SFR n'avait pas entendu contracter avec Monsieur H..., pris en sa qualité de personne physique, mais uniquement avec la société Electronique Occitane représentée par son gérant Monsieur H..., la Cour d'appel, qui n'a pas tiré les conséquences légales de ses propres constatations, a violé l'article 1110 du code civil dans sa rédaction applicable à la cause.
1;au titre du préjudice subi et, statuant à nouveau de ce chef,
1;"d'avoir condamné la SARL Electronique Occitane à payer à la société SFR la seule somme de 92 473,43 euros au titre du préjudice subi et rejeté les demandes formées par SFR à l'encontre de M. H... ;"
1;"que la société Electronique Occitane conteste que des fautes aient été commises, et précise que la rémunération perçue de sa part par M. E... H... ne correspond qu'à l'exercice de son mandat social ;"
1;"qu'elle relève que seule la somme de 68 884 euros a été versée par la société SFR, en vertu de l'arrêt de la cour d'appel de Paris, à titre de salaire ;"
1;"que ces prestations, pour lesquelles il a perçu des salaires ont fait l'objet d'une rémunération, par la société SFR, également de la société Electronique Occitane ;"
1;"que, statuant à nouveau, il y a lieu de condamner la SARL Electronique Occitane à payer à la société SFR la somme de 92 473,43 euros à titre du préjudice subi ;"
1;"qu'en l'espèce, après avoir constaté que la société Electronique Occitane avait perçu de la société SFR des rémunérations pour des prestations en réalité exécutées par M. H..., lequel avait de ce fait obtenu du Conseil des Prud'hommes le statut de gérant de succursale et la condamnation de la société SFR à lui verser des rappels de salaire et de congés payés, des indemnités au titre du préavis non donné et des indemnités de licenciement, la Cour d'appel a néanmoins débouté la société SFR de sa demande de dommages et intérêts formée au titre des sommes versées à M. H... pour le préavis non donné, les congés afférents et les indemnités de licenciement, en se bornant à affirmer que : « ces sommes ne sont pas liées à l'exécution par M. E... H... de prestations payées par la société SFR en vertu du contrat, mais sont la conséquence d'un licenciement reconnu entre la société SFR et M. E... H..., qui ne concerne pas la société Electronique Occitane » (v. arrêt attaqué, p. 12, § 5) ;"
1;Sur le rapport de Mme Kass-Danno, conseiller référendaire, les observations de la SCP Célice, Texidor, Périer, avocat de la société Suez Eau France, de la SCP Claire Leduc et Solange Vigand, avocat de la société MP associés, ès qualités, après débats en l'audience publique du 24 novembre 2020 où étaient présents M. Rémery, conseiller doyen faisant fonction de président, Mme Kass-Danno, conseiller référendaire rapporteur, Mme Vaissette, conseiller, et Mme Fornarelli, greffier de chambre, la chambre commerciale, financière et économique de la Cour de cassation, composée des président et conseillers précités, après en avoir délibéré conformément à la loi, a rendu le présent arrêt.
1;"La société Suez fait grief à l'arrêt, après sa rectification, de fixer à 262 818,37 euros HT, soit 314 330,77 euros TTC, la créance détenue par la liquidation judiciaire de la société SD3A TP, au titre de la revalorisation du prix de ses prestations, et de la condamner à payer à la SELARL MP associés, en qualité de liquidateur de la société SD3A TP, la somme de 14 330,77 euros TTC, alors « que la cour d'appel est tenue de statuer sur les dernières écritures déposées par les parties, qui seules la saisissent ;"
1;"PAR CES MOTIFS, et sans qu'il y ait lieu de statuer sur les autres griefs, la Cour : CASSE ET ANNULE, en toutes ses dispositions, l'arrêt rendu le 6 novembre 2018, entre les parties, par la cour d'appel de Dijon ;"
1;"PREMIER MOYEN DE CASSATION Il est fait grief à l'arrêt infirmatif attaqué, tel que rectifié par un arrêt du 5 mars 2019, d'AVOIR fixé à 262.818,37 € HT, soit 314.330,77 € TTC, la créance détenue par la liquidation judiciaire de la société SD3A TP sur la société Suez Eau France, venant aux droits de la société Lyonnaise des Eaux France, au titre de la revalorisation du prix de ses prestations, et, après avoir rappelé que la société Lyonnaise des Eaux France avait réglé à la SELARL MP Associés, ès qualités de liquidateur judiciaire de la société SD3A TP, la somme de 300.000 € à titre de provision à valoir sur cette créance en exécution de l'ordonnance de référé du 12 décembre 2012, d'AVOIR condamné la société Suez Eau France, venant aux droits de la société Lyonnaise des Eaux France, à payer à la SELARL MP Associés, ès qualités de liquidateur judiciaire de la société SD3A TP, la somme de 14.330,77 € TTC ;"
1;L'article 1134 du code civil, dans sa rédaction applicable au litige, dispose que les conventions légalement formées tiennent lieu de loi à ceux qui les ont faites, qu'elles ne peuvent être révoquées que de leur consentement mutuel ou pour les causes que la loi autorise, et qu'elles doivent être exécutées de bonne foi.
1;S'il est constant que la société SD3A TP a, plusieurs années durant, facturé ses prestations sans faire application de la revalorisation, cette seule circonstance ne suffit pas à caractériser de manière dépourvue d'équivoque sa renonciation au bénéfice de la clause contractuelle de révision.
1;L'expert, après avoir analysé les pièces versées par les parties, a opéré une distinction selon que les sommes facturées étaient ou non dûment corroborées par les Bons de Travail Exécuté (BTE) correspondants, ces documents ayant pour objet de décrire le détail des opérations techniques exécutées sur chaque chantier, avec leur valeur unitaire, telle qu'elle ressort des contrats.
1;Etant observé que le calcul de la revalorisation n'est en lui-même pas critiqué par les parties, il y a lieu de ne mettre à la charge de l'intimée que les montants pour lesquels le risque d'erreur de facturation est qualifié de faible par l'expert, soit une somme totale de 11 173,74
1;"ALORS QUE la Cour d'appel est tenue de statuer sur les dernières écritures déposées par les parties, qui seules la saisissent ;"
1;"SECOND MOYEN DE CASSATION Il est fait grief à l'arrêt infirmatif attaqué, tel que rectifié par un arrêt du 5 mars 2019, d'AVOIR fixé à 262.818,37 € HT, soit 314.330,77 € TTC, la créance détenue par la liquidation judiciaire de la société SD3A TP sur la société Suez Eau France, venant aux droits de la société Lyonnaise des Eaux France, au titre de la revalorisation du prix de ses prestations, et, après avoir rappelé que la société Lyonnaise des Eaux France avait réglé à la SELARL MP Associés, ès qualités de liquidateur judiciaire de la société SD3A TP, la somme de 300.000 € à titre de provision à valoir sur cette créance en exécution de l'ordonnance de référé du 12 décembre 2012, d'AVOIR condamné la société Suez Eau France, venant aux droits de la société Lyonnaise des Eaux France, à payer à la SELARL MP Associés, ès qualités de liquidateur judiciaire de la société SD3A TP, la somme de 14.330,77 € TTC ;"
1;« L'article 1134 du code civil, dans sa rédaction applicable au litige, dispose que les conventions légalement formées tiennent lieu de loi à ceux qui les ont faites, qu'elles ne peuvent être révoquées que de leur consentement mutuel ou pour les causes que la loi autorise, et qu'elles doivent être exécutées de bonne foi.
1;S'il est constant que la société SD3A TP a, plusieurs années durant, facturé ses prestations sans faire application de la revalorisation, cette seule circonstance ne suffit pas à caractériser de manière dépourvue d'équivoque sa renonciation au bénéfice de la clause contractuelle de révision.
